handle,name,description,friends_count,followers_count,status,isDem
SenJohnThune,Senator John Thune,"U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.",326,5000,First @GoJacksSDSU vs. @SDCoyotes game with my granddaughter Henley. I think we have a superfan in the making. https://t.co/L9XHoC2NBu,0
SenJohnThune,Senator John Thune,"U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.",326,5000,Happy to announce on #SoilHealthAwarenessDay that sign-up for my new @USDA conservation pilot program – the Soil He… https://t.co/HE4DjlKXjU,0
SenJohnThune,Senator John Thune,"U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.",326,5000,Happy Presidents Day! #GreatFaces https://t.co/L945UqXVKM,0
SenJohnThune,Senator John Thune,"U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.",326,5000,"Couldn’t have asked for a better partner in this wild ride. The best mom. The best heart. The best wife.
Thank you,… https://t.co/Zkry8nPLtW",0
SenJohnThune,Senator John Thune,"U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.",326,5000,I’ve yet to meet anyone who isn’t annoyed by the illegal robocalls that keep phones ringing all day. It’s gotten so… https://t.co/0P8RCP0TAE,0
SenJohnThune,Senator John Thune,"U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.",326,5000,Had a great meeting with students from Takini and Little Wound schools. They had really impressive and informed que… https://t.co/lZFuOawmc4,0
SenJohnThune,Senator John Thune,"U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.",326,5000,"Thanks to GOP economic policies, more Americans are working, &amp; the economy is thriving. While the larger economy co… https://t.co/59wJlsXoz2",0
SenJohnThune,Senator John Thune,"U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.",326,5000,"While Dems continue to peddle their socialist fantasies, GOP economic policies have made life better for Americans.… https://t.co/aeOBp8mtgu",0
SenJohnThune,Senator John Thune,"U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.",326,5000,"The economy is thriving, but there’s always more we can do – especially for our farmers &amp; ranchers.
It’s time for u… https://t.co/UsfXyG9g9i",0
SenJohnThune,Senator John Thune,"U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.",326,5000,"ICYMI: Yesterday, @SenMarkey and I urged @AGWilliamBarr to implement the working group to combat illegal robocalls… https://t.co/xtTyaV1W2v",0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,We must seek to protect and save lives whenever possible. These are important issues that we must keep working toward in the Senate.,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,"Dems also blocked our bill that would require doctors to care for babies born during an attempted abortion, just as… https://t.co/N8ObhmbkoE",0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,The true test of a society is how we treat the most vulnerable among us. I’m disappointed that our colleagues on th… https://t.co/ib6FAiAmNy,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,Will be live on @todayskccr in about ten minutes. Tune in! https://t.co/7zYYM78uMA,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,It’s National #FFAWeek! Great to meet such sharp young men and women. https://t.co/zEepUvOAIa,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,Don’t forget! Ag producers and private landowners have until Friday to contact their local @USDA service center abo… https://t.co/ovNEJtVkZY,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,"Great meeting with South Dakota representatives of the @DAVHQ today. As a member of the @SenateVA, I’ll continue wo… https://t.co/ZTurSAaHgK",0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,A great message of sportsmanship and a special victory for Mason Mahnke! Really proud of these young men. https://t.co/iI02trUu7G,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,We're continuing to work to protect the integrity of our election process. More here: https://t.co/fh5JvMp36R,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,"Congratulations, Paul! Decisions about our water and land are best made at the local level. South Dakota will be we… https://t.co/ePgVDcDphB",0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,I'm honored to receive the True Blue award from @FRCdc.  Promoting policies that put families first is very importa… https://t.co/SXlln0a9rD,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,Happy Presidents’ Day! https://t.co/o1eIKDyX52,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,"Thanks for all you do for South Dakota, Denny! https://t.co/lC6TGlahtg",0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,Met w/ Captain America today for his new civics platform called A Starting Point. It will feature videos of elected… https://t.co/VWwUtQhPPd,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,We are a nation of laws. If state and local governments fail to uphold laws that seek to stop dangerous criminals a… https://t.co/SyRAbx2i0t,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,Legislation I introduced today w/ @SenThomTillis and others will help to make sure federal funds continue to go tow… https://t.co/G8IASkapyb,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,"South Dakotans know all too well the damage that can be done by Mother Nature. When storms strike, communities work… https://t.co/s6igDCpZVP",0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,Four more well-qualified judges confirmed today by the #Senate. We’ll continue to do our part to put fair-minded ju… https://t.co/THeUn0t2Uk,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,Had a great meeting w/ @SecretarySonny and a number of my Senate colleagues this afternoon about ag labor shortages… https://t.co/exsuiVbvMv,0
SenatorRounds,Senator Mike Rounds,U.S. Senator for South Dakota,574,5000,"Congrats to Ethan Wipf of Rapid City, who received an offer of appointment to the U.S. Air Force Academy. I was pro… https://t.co/Bg8I4h2ydP",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"Next Tuesday, the Senate health committee I chair is holding a hearing to find out more about what the Administrati… https://t.co/PqlTXFb7NI",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"As chairman of the Senate health committee, I will continue to work to make sure that the Administration is impleme… https://t.co/FKEHdB9eGx",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"As a member of the Senate Appropriations Committee, I will work to make sure that the federal government has the re… https://t.co/u8rKKnN1qL",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"Every year, Sens @RoyBlunt and @PattyMurray fund the programs that ensure we are prepared to address public health… https://t.co/Xc795u9lq0",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,The @CDCgov has taken the extraordinary action of quarantining Americans coming from certain locations affected by… https://t.co/3ODgUN9MJ4,0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,The @realDonaldTrump Admin is doing an excellent job of keeping Americans safe from the #coronavirus so far—10 days… https://t.co/VLSLCDgV5r,0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"Good read on Indiana’s efforts to #LowerHealthCareCosts in @WSJ. 
The bipartisan legislation I’m sponsoring has man… https://t.co/9qEl7rKrzF",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"Great news from @GovBillLee &amp; @TNEnvironment—more than 6K acres of land will be added to @CTSSTrail, ensuring even… https://t.co/qA6BN90NGZ",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,The new collaboration between @ORNL and @TVAnews is a big step forward for nuclear power as we fight #climatechange… https://t.co/WR3Qu6BxI1,0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"Last March, I went to the Senate floor and said advanced nuclear reactors must be part of our future if we want cle… https://t.co/WrkBSGhOxZ",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"Some good news from @SecGeneScalia, @USDOL and the @realDonaldTrump Administration—@SouthwestTN Community College w… https://t.co/LNLKXTR8aT",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,Good news from @SecretarySonny and the @realDonaldTrump Administration—@USDA will invest $9 million in Tennessee to… https://t.co/6laJvjueM5,0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,@realDonaldTrump I along with my colleagues in the Senate will continue to monitor our readiness and ensure our pub… https://t.co/lGywBidSWe,0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"Tennesseans are right to be concerned about the #coronavirus—located primarily in Hubei Province, China. 

The… https://t.co/to6EXHA9xQ",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"West Tennesseans will be well-served by Deputy Chief Miller, and I hope the Senate will quickly consider his nomina… https://t.co/0xpwmkJlJk",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,President @realDonaldTrump announced today his intent to nominate Tyreece Miller to serve as the United States Mars… https://t.co/0VFYKtAoRP,0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"Thank you for your support, President @realDonaldTrump! 

I hope we can deliver a bill to your desk by the end of M… https://t.co/dfYRzcKH62",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,TUNE IN to @987news today at 4:45 PM ET. I’ll be speaking with @Hallerin to discuss my vote to acquit President… https://t.co/6UtfcTuXMc,0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,"The #RestoreOurParks Act, legislation that I introduced with @senrobportman, Sen @MarkWarner, and @SenAngusKing, is… https://t.co/AnWHXIWP7c",0
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,494,5000,President @realDonaldTrump just released his proposed budget for FY 2021. I am encouraged to see the president is c… https://t.co/m4hPK444Cj,0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"Regardless of how a child is born, a human is a human.
 
When abortions go wrong, and an infant is born alive, they… https://t.co/e0QgHg5TWb",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"It is an indisputable fact that at 20 weeks old, infants can feel pain. We must protect the most vulnerable among u… https://t.co/XDVUAxwKnj",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"If radical state legislators are going to allow abortion up until birth, we must fight back. That’s why I joined 20… https://t.co/jHB6tCJovB",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"How can anyone support allowing a baby that survives an abortion to suffer and die? 
https://t.co/9BP9r7zJVf",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,Ellie Schneider was born at 21 weeks and 6 days. It is incomprehensible that anyone could be opposed to protecting… https://t.co/pgn4NySZVc,0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,RT @Mike_Pence: President @realDonaldTrump is the most pro-life President in our Nation’s history &amp; our Administration will always fight fo…,0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"I'm praying for the two Tennessee children struck in a hit and run accident by an illegal alien.

This illegal alie… https://t.co/Go5DwYCRcy",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"Just left the Senate floor, where I voted for cloture on the nomination of another rule-of-law judge.
 
Next stop:… https://t.co/OsUHL4TeeQ",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,Calling @AIPAC a “platform for bigotry” is disgraceful. I will be in attendance at #AIPAC2020 and will continue to… https://t.co/yk2F2GgArG,0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"Lawless sanctuary jurisdictions cost American lives and taxpayer dollars. 
 
The Stop Greenlighting Driver Licenses… https://t.co/KgP8pF3Azz",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"RT @MarshaBlackburn: Less regulation and taxation + less litigation = more innovation and job creation 
 
Nashville is one of the hottest j…",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"We have women like Katherine Johnson to thank for breaking through racial and gender barriers.
 
Johnson was integr… https://t.co/B4ZsLgUxvj",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"Less regulation and taxation + less litigation = more innovation and job creation 
 
Nashville is one of the hottes… https://t.co/dLWRzoez98",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"Reminder: Securing our elections has bipartisan consensus. 

Redirecting resources to support hapless groups that c… https://t.co/JhGmCIEqNL",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,Two secret lovebirds at the FBI were caught red handed abusing their carefully guarded authority to spy on the… https://t.co/dhsFa5xDDg,0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,@997wtn @BrianWilson997 @radionewsanchor @DanMandisShow @pamelafurr @ValentineShow @NhojNamezob Thanks for the scon… https://t.co/ihT3kSywqJ,0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,Thank you @DollyParton for all you do for Tennessee. https://t.co/o6hDqcd5nw,0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,".@Justice4Pierce I will continue to stand with #AngelFamilies and speak out against lawless sanctuary cities.
 
Cri… https://t.co/UaNOxY6hh5",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"The president has the authority to nominate judicial nominees, with the advice and consent of the Senate.
 
We’re a… https://t.co/d20l9fsF11",0
MarshaBlackburn,Sen. Marsha Blackburn,I am honored to serve the people of Tennessee.,2759,5000,"Liberal politicians want criminal illegal aliens to run free.
 
Enough is enough.

Legislation I introduced will cr… https://t.co/YRYySTRhfN",0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,DNC adds Georgia and Texas to 'battleground' target list for 2020 election https://t.co/nrxngTI4O5,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,Democrats defeat 20-week abortion ban and bill requiring care for abortion survivors https://t.co/fzTP5SJpRP,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,I’m proud to be an original co-sponsor of this bill and I’m eager to vote in favor of giving every baby a fighting… https://t.co/OZPadIuJIQ,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,"Only 7 countries in the world allow elective abortions after 20 weeks – including China, Vietnam, and North Korea.… https://t.co/Yq07WshQZD",0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,"RT @FRCdc: ""It is time to give every baby a chance to live and stop doctors from performing abortions on infants that feel pain."" @JohnCorn…",0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,A crop of dark-money groups is backing Democratic efforts to retake the Senate https://t.co/8C9lodJHhZ by @akela_lacy,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,RT @ThomasSowell: How a man who holds the entire population of a country as his prisoners—and punishes the families of those who escape—can…,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,Cornyn to campaign in Victoria on eve of Super Tuesday https://t.co/AMDoiivGAO via @vicadvocate,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,U.S. government researchers expect by the end of April to start testing whether Moderna’s new coronavirus vaccine i… https://t.co/nqOfHtro15,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,"This week I’m going to vote on two bills that will protect our most vulnerable, including the Pain-Capable Unborn C… https://t.co/F3XMuqiblb",0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,"Rest in peace, Katherine Johnson. You made an impact not just on @NASA and this world, but on the future of space e… https://t.co/oVo2Xf2eJv",0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,The leading D presidential candidate wants to ban all private health insurance that Americans like in favor of soci… https://t.co/QWq4CjVNI6,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,Bernie’s Undemocratic Socialists https://t.co/Y1alccDRlT via @WSJ,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,"RT @SRCC: 📽️@senatemajldr is leaving no vacancy behind:

Since January 2017, the Senate has confirmed a total of 192 judges and has another…",0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,@POTUS visit to India brings back fond memories https://t.co/XPjy9JFBnq,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,"RT @txglo: #OTD in 1836, William B. Travis wrote a letter “To the People of Texas &amp; All Americans in the World, asking for reinforcements.…",0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,A confident Bernie Sanders barnstorms Texas with burst of momentum https://t.co/Ikwpt0eod7 via @TexasTribune,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,https://t.co/HKHWP9I3v8,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,https://t.co/kEuz8qj7ev,0
JohnCornyn,Senator John Cornyn,"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",5000,5000,THE BERNIE FREAKOUT BEGINS @playbookplus,0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,That can’t be true. Surely the MSM would have told us that.... https://t.co/51XjrsZSQb,0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,"RT @FRCdc: ""These are both common-sense pieces of legislation that would work to restore fundamental rights for the unborn and for newborn…",0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,"They don’t worry that he is a communist. Nor that he glorifies communists or likes to pal around with them. Nope, t… https://t.co/WZILf9fsFi",0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,To all the folks who said Andrew Jackson: really strong choice. Old Hickory would be ferocious in a street fight. https://t.co/zOoBFE1ieg,0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,Are you sad to see people who love America? https://t.co/eAkRLsJnek,0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,"RT @KonniBurton: Commandancy of the Alamo –

Bejar, Fby. 24th 1836 –

To The People of Texas &amp; all Americans in the world –
Fellow citizens…",0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,Chicken curry is delicious! https://t.co/liLXgoP9wC,0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,"@JesseKellyDC George Washington. Legendary soldier, endured incredible hardships, and led America to an impossible… https://t.co/GjTStj614y",0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,"George Washington. Legendary soldier, endured incredible hardships, and led America to an impossible military victo… https://t.co/9y9FEStnz3",0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,RT @RedState: 1776 Versus 1619 https://t.co/UGoDCbPGni,0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,"RT @RealJamesWoods: I was a Democrat my whole life. The party in my youth stood for strong national defense, jobs for the working American,…",0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,More than a little odd that “American” doesn’t make the list. Wonder why?  She is a sitting member of the US Congre… https://t.co/UrWoHaxsfJ,0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,"RT @dcexaminer: ""The Democratic Party has abandoned the working class, has abandoned union members, and the GOP has become the blue-collar…",0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,Maybe stop giving them needles that they leave en masse in public parks? And refusing to prosecute them when they e… https://t.co/28y7Olch8X,0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,This is the Leftist mind: write a slip of paper &amp; a house will magically appear. Never mind that the person doesn’t… https://t.co/TzQ04WGUIv,0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,RT @Mediaite: 'Say Goodbye to Florida'—Bernie Sanders Torched for Equivocation Over Fidel Castro's Cuba: 'It's Unfair to Say Everything Is…,0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,RT @michaeljknowles: Are you American?,0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,"This is wrong. This is cowardly. This is disgusting. 

This is something every single one of my colleagues in Congr… https://t.co/qECj448igb",0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,"In Congressional District 6 in Illinois, I am proud to offer my endorsement and support to @JeanneIves, and I am as… https://t.co/Bk28P7lLVC",0
tedcruz,Ted Cruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",5000,5000,"RT @chiproytx: TEXAS: you can #VoteEarly through Friday, but don't wait -- VOTE TODAY: https://t.co/ulJrcA7kfv #TX21",0
SenMikeLee,Mike Lee,I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!,2305,5000,Great conversation with @MarandaFinney about an issue so important to American families. #PaidParentalLeave https://t.co/UsNxhP0Ov4,0
SenMikeLee,Mike Lee,I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!,2305,5000,RT @JECRepublicans: Join us for tomorrow’s #JECHearing on family stability. We’ll be live streaming the entire hearing here: https://t.co/J…,0
SenMikeLee,Mike Lee,I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!,2305,5000,Thanks @realDonaldTrump for working to get us out of Afghanistan &amp; end the longest war in US history! While there’s… https://t.co/I3IVH2Gu6j,0
SenMikeLee,Mike Lee,I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!,2305,5000,"“A bipartisan compromise on paid leave would speak to the dignity of both new moms and newborn babies, as well as r… https://t.co/6Jgvb4r2Oa",0
SenMikeLee,Mike Lee,I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!,2305,5000,I will be holding another town hall tomorrow at 2:30 pm in Draper. Looking forward to meeting you and answering you… https://t.co/hI4ofpgXJJ,0
SenMikeLee,Mike Lee,I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!,2305,5000,I will be holding a town hall tomorrow at 10:30 am in Farmington at the Davis County Library. Looking forward to an… https://t.co/4bWpCTnp53,0
